student_id,year,day,attendance,engagement_score,difficulty
2024_231,2024,5,1,4.12,3
2025_34,2025,5,1,2.2,3
2025_752,2025,3,1,3.72,2
2025_1109,2025,1,1,3.73,3
2025_270,2025,3,1,3.54,4
2025_616,2025,7,1,3.8,2
2025_1045,2025,6,1,3.63,3
2024_1101,2024,1,1,3.31,3
2025_962,2025,4,1,2.61,2
2025_891,2025,1,1,3.09,2
2024_742,2024,6,1,4.66,4
2025_948,2025,8,1,3.91,2
2025_439,2025,11,1,4.4,3
2024_440,2024,8,1,2.61,3
2024_594,2024,4,1,4.49,4
2024_224,2024,4,1,5.0,4
2025_647,2025,7,1,4.64,2
2024_144,2024,6,1,3.19,4
2024_975,2024,9,1,4.32,2
2025_433,2025,9,1,3.91,4
2024_848,2024,3,1,4.03,3
2024_554,2024,13,1,2.38,3
2024_765,2024,5,1,2.18,4
2025_709,2025,2,1,4.68,2
2025_1119,2025,5,1,4.74,4
2025_333,2025,3,1,4.51,2
2024_131,2024,13,1,1.56,4
2024_495,2024,1,1,2.01,4
2024_750,2024,6,1,4.44,3
2025_1029,2025,5,1,4.97,3
2024_1114,2024,5,1,4.9,3
2024_728,2024,6,1,2.48,4
2024_441,2024,8,1,4.12,4
2025_135,2025,2,1,4.19,4
2025_538,2025,9,1,2.79,3
2024_647,2024,1,1,3.88,3
2025_863,2025,15,1,3.35,3
2025_272,2025,2,1,4.94,2
2024_558,2024,8,1,4.11,2
2024_248,2024,1,1,2.24,3
2024_351,2024,8,1,2.91,2
2024_768,2024,5,1,4.72,3
2025_308,2025,2,1,3.52,2
2024_867,2024,10,1,4.2,3
2024_1132,2024,4,1,2.76,2
2025_905,2025,2,1,2.71,2
2024_480,2024,10,1,4.8,3
2024_976,2024,11,1,1.46,4
2024_446,2024,1,1,3.33,4
2025_402,2025,11,1,4.11,4
2024_648,2024,4,1,4.12,4
2025_662,2025,1,1,1.75,2
2024_698,2024,7,1,3.85,4
2025_1195,2025,3,1,3.54,4
2024_627,2024,1,1,3.33,2
2024_707,2024,2,1,1.84,3
2025_27,2025,6,1,3.48,3
2024_496,2024,7,1,2.43,3
2025_427,2025,8,1,3.28,2
2025_1110,2025,1,1,2.14,2
2024_1180,2024,9,1,3.81,4
2024_716,2024,2,1,4.29,2
2024_1025,2024,12,1,2.94,2
2025_302,2025,4,1,1.52,2
2025_181,2025,4,1,4.39,2
2024_665,2024,9,1,3.83,2
2025_410,2025,4,1,4.02,3
2024_485,2024,7,1,3.15,3
2024_625,2024,8,1,3.13,3
2025_928,2025,3,1,2.68,3
2024_1070,2024,4,1,2.11,4
2025_667,2025,1,1,3.57,2
2025_118,2025,7,1,3.04,3
2024_580,2024,3,1,2.25,2
2025_971,2025,4,1,1.55,3
2025_1076,2025,10,1,4.93,3
2024_710,2024,3,1,2.01,3
2025_642,2025,5,1,4.11,3
2025_887,2025,1,1,2.82,2
2025_1174,2025,3,1,4.41,2
2025_1135,2025,14,1,3.45,3
2025_472,2025,4,1,4.2,3
2025_1142,2025,12,1,4.93,4
2024_1092,2024,1,1,4.03,4
2025_218,2025,1,1,2.76,2
2025_350,2025,2,1,2.48,4
2024_553,2024,1,1,1.91,2
2024_976,2024,2,1,3.39,2
2025_89,2025,4,1,3.37,4
2025_355,2025,1,1,2.95,2
2025_530,2025,4,1,4.82,4
2024_95,2024,1,1,5.0,3
2024_230,2024,4,1,4.22,3
2024_1114,2024,3,1,3.52,2
2025_980,2025,14,1,4.4,4
2024_1060,2024,4,1,1.71,3
2025_654,2025,6,1,3.73,4
2025_938,2025,6,1,5.0,2
2025_118,2025,3,1,3.42,4
2025_1045,2025,10,1,2.26,2
2025_295,2025,5,1,3.73,4
2025_798,2025,7,1,4.95,4
2024_1043,2024,15,1,3.11,4
2025_1083,2025,1,1,4.12,3
2024_558,2024,4,1,1.97,3
2025_640,2025,6,1,4.26,4
2024_353,2024,5,1,2.98,2
2024_1127,2024,1,1,4.55,4
2024_463,2024,2,1,3.69,4
2024_1171,2024,3,1,4.13,3
2025_326,2025,6,1,3.18,2
2024_646,2024,2,1,2.18,2
2024_947,2024,10,1,4.76,3
2025_440,2025,1,1,3.52,2
2025_669,2025,4,1,3.67,2
2025_303,2025,4,1,4.79,3
2024_40,2024,11,1,1.44,4
2025_137,2025,1,1,5.0,4
2025_853,2025,3,1,4.15,3
2025_500,2025,4,1,3.24,4
2025_1061,2025,1,1,4.09,4
2024_678,2024,5,1,2.37,3
2025_189,2025,1,1,3.82,4
2024_1017,2024,5,1,3.01,4
2025_118,2025,13,1,3.51,2
2024_732,2024,7,1,2.35,4
2025_1045,2025,9,1,3.27,2
2025_76,2025,5,1,3.87,2
2025_696,2025,2,1,3.8,2
2024_7,2024,3,1,3.34,4
2025_313,2025,5,1,3.45,2
2025_964,2025,1,1,4.02,2
2025_1075,2025,4,1,4.35,2
2025_941,2025,1,1,4.39,2
2025_134,2025,1,1,4.26,4
2025_1123,2025,1,1,2.14,3
2025_481,2025,4,1,4.07,3
2025_729,2025,9,1,1.87,3
2025_936,2025,1,1,2.3,3
2025_1166,2025,10,1,4.13,3
2025_863,2025,9,1,3.91,2
2024_224,2024,1,1,3.99,3
2024_636,2024,3,1,2.64,2
2024_1066,2024,3,1,2.19,3
2025_1076,2025,3,1,3.55,3
2025_984,2025,3,1,3.3,3
2025_444,2025,9,1,2.15,4
2025_534,2025,1,1,3.28,2
2025_883,2025,6,1,4.42,2
2024_56,2024,3,1,2.52,4
2024_445,2024,1,1,4.24,2
2024_894,2024,1,1,3.87,2
2024_862,2024,7,1,3.72,2
2025_265,2025,2,1,4.62,4
2024_725,2024,1,1,2.66,2
2024_198,2024,7,1,3.75,2
2024_897,2024,5,1,4.17,4
2025_99,2025,3,1,4.07,3
2024_147,2024,1,1,3.61,2
2025_14,2025,8,1,3.65,4
2025_1122,2025,2,1,3.86,4
2024_561,2024,11,1,1.57,3
2024_513,2024,1,1,4.3,2
2024_780,2024,3,1,4.57,2
2025_22,2025,3,1,1.46,2
2025_414,2025,6,1,4.26,2
2025_995,2025,3,1,4.55,2
2024_790,2024,7,1,2.67,2
2024_559,2024,5,1,3.67,2
2024_446,2024,6,1,1.51,2
2024_1150,2024,4,1,3.31,2
2024_757,2024,3,1,3.31,3
2025_645,2025,3,1,4.82,3
2025_951,2025,1,1,3.73,2
2024_627,2024,7,1,4.87,2
2024_819,2024,5,1,2.75,3
2024_764,2024,10,1,3.04,2
2025_673,2025,6,1,2.64,4
2024_295,2024,3,1,3.23,4
2025_549,2025,10,1,4.17,2
2025_318,2025,4,1,2.32,3
2024_978,2024,5,1,3.31,4
2024_633,2024,3,1,3.72,4
2025_943,2025,9,1,1.2,3
2024_532,2024,5,1,5.0,2
2024_440,2024,5,1,2.88,4
2025_479,2025,10,1,2.87,4
2025_392,2025,6,1,5.0,4
2024_141,2024,10,1,3.27,4
2025_705,2025,2,1,2.49,3
2025_189,2025,6,1,3.99,4
2025_1060,2025,10,1,3.98,4
2024_752,2024,1,1,2.9,4
2024_372,2024,7,1,2.98,4
2025_904,2025,8,1,3.2,3
2024_719,2024,10,1,3.14,2
2024_426,2024,1,1,3.65,4
2025_991,2025,2,1,3.91,2
2025_137,2025,2,1,4.25,4
2024_351,2024,5,1,3.58,3
2024_819,2024,4,1,4.38,3
2025_613,2025,3,1,3.58,3
2024_318,2024,11,1,1.31,3
2025_599,2025,1,1,4.13,2
2025_472,2025,3,1,5.0,2
2024_1036,2024,3,1,3.43,4
2024_304,2024,1,1,4.2,3
2025_1112,2025,1,1,3.91,4
2024_626,2024,2,1,4.28,4
2025_1065,2025,15,1,2.98,2
2025_221,2025,4,1,3.46,3
2025_270,2025,10,1,3.28,2
2025_1147,2025,6,1,3.61,2
2024_359,2024,11,1,2.79,4
2024_773,2024,6,1,4.42,4
2025_440,2025,4,1,4.16,4
2024_365,2024,3,1,3.52,4
2024_408,2024,5,1,3.4,3
2024_407,2024,1,1,3.54,3
2024_760,2024,5,1,3.62,2
2024_629,2024,2,1,2.95,2
2024_864,2024,9,1,2.96,3
2025_482,2025,2,1,2.94,2
2024_453,2024,5,1,1.58,4
2024_792,2024,2,1,2.9,2
2024_1107,2024,6,1,2.14,4
2025_579,2025,1,1,3.97,2
2025_1139,2025,6,1,4.03,2
2024_1066,2024,13,1,2.81,2
2025_448,2025,13,1,2.72,3
2025_1,2025,2,1,2.03,2
2025_360,2025,8,1,4.31,4
2025_820,2025,9,1,3.13,3
2024_316,2024,1,1,2.88,4
2025_1088,2025,6,1,3.45,3
2024_281,2024,1,1,3.37,3
2024_1125,2024,4,1,1.63,3
2024_515,2024,11,1,5.0,2
2025_1192,2025,11,1,4.05,2
2024_1112,2024,6,1,2.84,2
2025_993,2025,8,1,3.88,2
2025_853,2025,1,1,1.99,3
2024_1156,2024,2,1,3.03,2
2025_212,2025,6,1,4.7,3
2024_1153,2024,9,1,3.46,4
2024_967,2024,4,1,4.9,3
2024_1167,2024,1,1,4.26,4
2024_101,2024,12,1,3.4,3
2025_382,2025,2,1,3.29,3
2024_701,2024,13,1,2.86,2
2025_589,2025,1,1,3.89,3
2024_43,2024,3,1,5.0,2
2024_744,2024,8,1,1.58,4
2025_55,2025,3,1,4.4,2
2025_208,2025,5,1,2.49,3
2024_393,2024,14,1,3.76,4
2025_65,2025,6,1,5.0,4
2025_1114,2025,3,1,3.61,3
2025_0,2025,9,1,3.18,2
2025_1048,2025,5,1,2.26,3
2024_446,2024,8,1,4.15,2
2025_561,2025,5,1,2.4,2
2024_1107,2024,3,1,3.68,4
2024_882,2024,10,1,3.31,3
2024_1141,2024,6,1,3.78,4
2025_982,2025,6,1,3.79,2
2024_1135,2024,5,1,3.33,2
2024_526,2024,6,1,4.78,3
2024_939,2024,1,1,1.58,3
2025_339,2025,10,1,3.25,4
2025_540,2025,1,1,3.31,3
2025_182,2025,7,1,4.65,2
2025_1059,2025,2,1,2.54,4
2025_574,2025,9,1,2.82,4
2025_667,2025,2,1,3.5,4
2024_492,2024,2,1,1.78,4
2024_1197,2024,1,1,3.57,4
2025_561,2025,4,1,4.02,2
2025_64,2025,1,1,5.0,3
2024_619,2024,6,1,3.52,4
2024_372,2024,1,1,4.93,4
2025_1080,2025,6,1,2.56,3
2025_218,2025,2,1,3.48,4
2024_1012,2024,5,1,3.62,3
2025_811,2025,6,1,3.65,4
2025_190,2025,4,1,5.03,3
2025_752,2025,1,1,4.36,2
2024_974,2024,4,1,3.0,3
2024_1190,2024,15,1,2.64,2
2025_1084,2025,10,1,3.73,2
2025_168,2025,3,1,3.05,3
2024_1109,2024,8,1,2.04,4
2025_230,2025,6,1,3.41,3
2024_254,2024,11,1,2.83,3
2025_726,2025,13,1,4.14,3
2025_155,2025,2,1,2.48,3
2025_419,2025,1,1,4.1,2
2025_731,2025,9,1,1.66,3
2025_107,2025,10,1,2.88,3
2024_30,2024,11,1,2.45,3
2025_538,2025,2,1,2.88,3
2024_329,2024,10,1,3.51,4
2024_719,2024,13,1,2.24,3
2025_1135,2025,8,1,4.63,4
2025_1131,2025,9,1,1.39,4
2025_1101,2025,5,1,2.69,3
2025_134,2025,5,1,3.54,4
2025_1102,2025,7,1,2.82,3
2025_689,2025,11,1,3.15,2
2025_280,2025,1,1,1.9,4
2025_1085,2025,1,1,2.93,3
2024_320,2024,3,1,4.17,2
2024_565,2024,5,1,3.53,3
2024_86,2024,12,1,2.66,4
2024_1141,2024,2,1,2.53,3
2025_833,2025,5,1,3.9,4
2024_329,2024,9,1,3.3,3
2025_267,2025,1,1,4.5,2
2024_558,2024,1,1,3.68,2
2025_1029,2025,10,1,2.91,2
2024_1127,2024,2,1,3.61,3
2024_770,2024,5,1,1.77,3
2024_938,2024,3,1,2.36,2
2025_599,2025,5,1,4.63,3
2024_258,2024,1,1,3.25,3
2024_588,2024,4,1,4.43,4
2025_621,2025,3,1,3.64,2
2025_828,2025,3,1,3.41,4
2024_309,2024,2,1,2.57,3
2025_88,2025,1,1,3.53,3
2025_253,2025,14,1,3.79,4
2025_340,2025,2,1,3.18,2
2025_294,2025,3,1,3.28,2
2025_357,2025,1,1,4.72,2
2025_928,2025,6,1,1.9,3
2024_1036,2024,4,1,3.9,4
2024_1117,2024,3,1,3.32,4
2025_1113,2025,8,1,4.0,4
2024_1044,2024,1,1,2.57,4
2024_434,2024,2,1,2.52,4
2024_423,2024,7,1,4.02,3
2024_1080,2024,2,1,4.63,3
2024_36,2024,8,1,2.41,3
2025_680,2025,2,1,4.22,4
2025_361,2025,3,1,4.53,3
2024_713,2024,3,1,4.6,2
2024_665,2024,12,1,3.33,4
2025_1183,2025,8,1,4.95,2
2024_281,2024,4,1,4.15,4
2025_754,2025,3,1,2.97,2
2025_487,2025,2,1,3.36,4
2025_270,2025,7,1,3.95,4
2024_991,2024,9,1,3.88,4
2024_968,2024,3,1,3.4,3
2024_621,2024,2,1,3.79,3
2025_789,2025,8,1,3.98,2
2025_454,2025,5,1,5.29,3
2025_1142,2025,2,1,3.55,3
2025_780,2025,6,1,1.97,4
2024_450,2024,1,1,4.59,4
2025_390,2025,7,1,4.63,4
2024_822,2024,4,1,4.64,4
2025_659,2025,7,1,3.92,2
2025_714,2025,2,1,3.16,3
2024_7,2024,2,1,3.47,2
2024_656,2024,12,1,3.58,4
2024_219,2024,4,1,3.1,4
2025_512,2025,4,1,3.9,2
2025_1065,2025,10,1,5.0,2
2024_567,2024,3,1,3.81,2
2025_293,2025,7,1,1.92,3
2025_278,2025,3,1,3.58,3
2025_1097,2025,3,1,3.42,4
2024_805,2024,10,1,3.26,4
2024_145,2024,2,1,2.99,4
2025_1068,2025,8,1,3.48,3
2025_59,2025,3,1,3.2,4
2024_254,2024,10,1,4.44,2
2024_404,2024,5,1,2.76,2
2024_51,2024,1,1,3.44,4
2024_1169,2024,5,1,2.84,3
2024_588,2024,6,1,2.89,2
2024_708,2024,9,1,3.23,4
2024_761,2024,11,1,4.84,2
2024_947,2024,7,1,2.01,2
2024_1156,2024,5,1,2.61,3
2025_1177,2025,5,1,2.96,3
2024_800,2024,1,1,3.35,3
2024_232,2024,5,1,2.74,4
2024_554,2024,15,1,3.88,3
2025_407,2025,6,1,2.24,3
2025_930,2025,7,1,4.77,4
2025_313,2025,7,1,4.54,3
2025_590,2025,3,1,4.89,4
2025_837,2025,9,1,2.91,3
2024_501,2024,1,1,5.0,3
2025_1173,2025,7,1,1.83,3
2025_323,2025,6,1,2.35,2
2024_767,2024,1,1,2.01,3
2024_481,2024,10,1,3.53,2
2025_378,2025,7,1,2.98,2
2025_207,2025,5,1,3.14,4
2024_17,2024,11,1,1.59,2
2024_382,2024,8,1,3.7,4
2024_614,2024,14,1,3.87,3
2024_824,2024,5,1,4.62,4
2025_1079,2025,2,1,3.55,2
2025_901,2025,9,1,4.29,2
2024_563,2024,7,1,2.83,4
2025_1160,2025,2,1,2.97,3
2025_682,2025,9,1,4.36,2
2025_1048,2025,6,1,3.88,4
2024_932,2024,2,1,2.9,4
2024_745,2024,1,1,2.68,3
2024_1199,2024,1,1,3.75,4
2024_688,2024,7,1,2.4,3
2024_750,2024,7,1,3.71,3
2025_123,2025,8,1,3.72,3
2025_947,2025,3,1,3.5,3
2024_393,2024,12,1,1.08,2
2025_1161,2025,6,1,2.89,3
2025_709,2025,4,1,2.7,4
2025_875,2025,1,1,3.28,4
2025_237,2025,4,1,4.35,3
2025_753,2025,2,1,4.63,3
2025_360,2025,2,1,3.77,3
2025_218,2025,7,1,4.31,3
2025_178,2025,8,1,2.05,4
2024_1158,2024,8,1,4.82,3
2024_944,2024,9,1,4.32,4
2024_179,2024,2,1,3.28,2
2024_115,2024,3,1,2.74,4
2025_823,2025,2,1,3.75,2
2024_249,2024,5,1,3.23,2
2025_697,2025,1,1,1.97,3
2025_315,2025,7,1,1.71,4
2025_730,2025,6,1,3.63,4
2025_103,2025,10,1,2.78,2
2024_625,2024,7,1,4.83,4
2024_708,2024,2,1,3.27,2
2024_354,2024,5,1,4.18,2
2025_458,2025,2,1,4.01,2
2024_232,2024,8,1,3.66,2
2024_619,2024,1,1,1.79,3
2025_26,2025,3,1,4.5,4
2024_725,2024,13,1,3.49,3
2024_532,2024,4,1,3.66,3
2025_536,2025,9,1,3.88,4
2024_269,2024,2,1,5.0,3
2024_514,2024,1,1,4.58,4
2025_605,2025,7,1,4.53,4
2024_566,2024,1,1,3.66,3
2025_1155,2025,1,1,3.69,2
2024_438,2024,8,1,4.09,4
2025_861,2025,12,1,2.67,3
2024_751,2024,5,1,2.78,3
2025_1177,2025,2,1,3.39,3
2025_832,2025,2,1,3.41,3
2025_934,2025,7,1,1.39,4
2025_640,2025,3,1,1.25,4
2024_988,2024,5,1,3.62,3
2025_122,2025,2,1,3.79,3
2024_341,2024,12,1,2.65,3
2025_798,2025,14,1,1.56,2
2024_1116,2024,11,1,3.02,2
2024_71,2024,15,1,4.76,3
2024_26,2024,9,1,2.82,2
2025_463,2025,1,1,1.0,3
2024_77,2024,14,1,5.01,2
2024_537,2024,5,1,2.94,4
2024_961,2024,1,1,4.46,2
2025_1090,2025,3,1,3.23,4
2024_300,2024,1,1,2.61,3
2024_190,2024,4,1,2.78,3
2024_1098,2024,1,1,3.63,3
2024_971,2024,4,1,3.04,4
2025_476,2025,2,1,4.19,4
2024_391,2024,6,1,4.89,2
2024_477,2024,5,1,2.83,3
2024_629,2024,1,1,4.21,3
2025_862,2025,3,1,2.78,2
2024_745,2024,6,1,2.27,4
2024_393,2024,2,1,1.62,3
2025_1016,2025,6,1,3.18,2
2024_805,2024,12,1,3.05,4
2025_557,2025,7,1,3.8,3
2024_487,2024,6,1,4.4,4
2025_714,2025,4,1,2.63,4
2025_12,2025,2,1,4.5,2
2024_157,2024,1,1,2.62,4
2025_146,2025,12,1,4.39,2
2025_381,2025,5,1,1.97,3
2025_434,2025,8,1,3.0,4
2025_1130,2025,14,1,3.87,2
2024_1124,2024,7,1,1.9,3
2024_441,2024,4,1,2.38,3
2024_441,2024,1,1,4.07,2
2025_122,2025,4,1,2.94,4
2024_778,2024,14,1,3.9,3
2024_842,2024,2,1,2.96,3
2024_185,2024,10,1,2.12,2
2025_38,2025,2,1,3.48,4
2024_466,2024,2,1,4.4,4
2025_118,2025,5,1,3.92,2
2024_870,2024,1,1,3.28,2
2025_302,2025,7,1,3.48,2
2025_650,2025,9,1,1.05,3
2025_725,2025,5,1,4.41,4
2025_1101,2025,6,1,4.85,2
2024_922,2024,3,1,4.16,3
2025_27,2025,7,1,3.01,2
2024_88,2024,3,1,4.12,3
2024_665,2024,1,1,4.52,4
2025_969,2025,6,1,3.45,3
2025_716,2025,5,1,3.33,3
2025_760,2025,11,1,1.0,4
2024_1135,2024,11,1,4.35,4
2024_210,2024,6,1,3.55,3
2024_721,2024,5,1,2.15,3
2024_188,2024,15,1,4.0,4
2025_88,2025,4,1,3.85,4
2025_521,2025,1,1,4.25,3
2024_376,2024,3,1,3.52,4
2025_731,2025,4,1,4.14,2
2025_826,2025,3,1,2.59,4
2024_407,2024,7,1,2.8,3
2024_186,2024,3,1,4.8,2
2025_303,2025,10,1,1.97,3
2025_849,2025,3,1,3.44,2
2025_726,2025,10,1,2.25,2
2024_522,2024,1,1,1.88,2
2024_972,2024,6,1,4.14,4
2025_111,2025,2,1,4.28,3
2025_827,2025,3,1,4.59,3
2024_0,2024,7,1,3.19,3
2025_343,2025,1,1,2.24,3
2025_115,2025,5,1,3.97,4
2024_656,2024,10,1,3.7,3
2025_1140,2025,1,1,4.26,2
2024_344,2024,3,1,2.68,3
2024_232,2024,9,1,3.03,4
2024_73,2024,1,1,4.96,2
2024_420,2024,2,1,3.2,2
2024_615,2024,15,1,3.52,4
2024_1026,2024,1,1,5.0,4
2025_185,2025,5,1,4.02,2
2024_629,2024,8,1,3.37,4
2024_451,2024,1,1,4.6,3
2024_305,2024,2,1,2.79,4
2025_934,2025,4,1,4.36,4
2024_633,2024,9,1,4.68,4
2024_779,2024,11,1,2.59,3
2025_995,2025,2,1,4.66,4
2025_477,2025,8,1,2.98,3
2024_682,2024,9,1,5.0,3
2024_532,2024,2,1,4.28,3
2025_900,2025,2,1,3.31,3
2024_231,2024,3,1,2.98,4
2024_373,2024,1,1,2.6,4
2025_276,2025,1,1,2.95,2
2025_761,2025,7,1,4.24,3
2025_909,2025,1,1,4.82,3
2025_835,2025,5,1,1.52,2
2025_200,2025,6,1,2.87,3
2024_839,2024,1,1,3.87,2
2025_645,2025,1,1,4.38,3
2024_926,2024,2,1,4.88,3
2025_666,2025,4,1,4.65,3
2024_1095,2024,4,1,3.77,2
2024_719,2024,8,1,2.92,2
2025_975,2025,15,1,4.24,3
2024_382,2024,1,1,5.0,3
2024_456,2024,10,1,2.96,2
2025_961,2025,8,1,3.46,3
2024_778,2024,13,1,2.15,4
2025_75,2025,9,1,4.24,4
2025_1006,2025,8,1,2.51,3
2025_1088,2025,5,1,2.37,2
2024_78,2024,3,1,4.7,4
2024_342,2024,1,1,3.81,4
2025_895,2025,3,1,3.87,2
2025_1122,2025,8,1,4.86,4
2025_321,2025,2,1,3.03,3
2025_722,2025,10,1,4.04,3
2025_993,2025,4,1,4.39,3
2025_584,2025,8,1,3.33,3
2024_380,2024,3,1,2.69,2
2024_502,2024,1,1,3.75,4
2024_38,2024,12,1,3.47,3
2025_804,2025,10,1,1.98,4
2024_757,2024,5,1,2.66,3
2024_997,2024,8,1,4.17,4
2024_1164,2024,7,1,1.9,4
2024_546,2024,1,1,5.0,3
2025_357,2025,10,1,2.05,4
2024_68,2024,6,1,3.23,4
2024_745,2024,7,1,2.86,2
2024_189,2024,6,1,3.39,3
2024_365,2024,5,1,3.13,3
2025_769,2025,2,1,2.11,4
2025_487,2025,8,1,3.92,3
2025_1064,2025,10,1,3.33,4
2024_200,2024,6,1,3.5,3
2024_1088,2024,10,1,2.97,2
2025_1039,2025,4,1,1.72,2
2025_186,2025,2,1,4.76,3
2025_926,2025,1,1,2.68,4
2024_1147,2024,2,1,2.73,2
2025_966,2025,2,1,3.29,3
2025_1154,2025,3,1,2.84,4
2025_114,2025,5,1,4.7,3
2024_603,2024,4,1,4.41,3
2025_1183,2025,2,1,4.26,3
2025_441,2025,7,1,3.84,4
2024_908,2024,3,1,4.89,4
2024_647,2024,4,1,2.76,3
2025_702,2025,2,1,4.17,3
2025_34,2025,9,1,3.6,3
2024_1194,2024,1,1,0.94,3
2024_645,2024,5,1,2.66,4
2025_745,2025,6,1,4.05,3
2025_766,2025,13,1,2.81,3
2025_1110,2025,3,1,1.73,2
2025_413,2025,2,1,2.43,2
2024_707,2024,11,1,5.0,2
2025_1004,2025,7,1,3.6,2
2024_274,2024,6,1,3.07,2
2024_988,2024,3,1,4.64,4
2025_741,2025,2,1,2.43,4
2024_1152,2024,4,1,3.28,2
2025_1139,2025,1,1,2.49,3
2024_1125,2024,2,1,3.35,4
2024_614,2024,7,1,3.33,2
2024_36,2024,3,1,4.73,2
2025_1004,2025,2,1,3.47,2
2024_171,2024,6,1,4.14,2
2025_896,2025,1,1,5.0,4
2024_970,2024,5,1,4.15,4
2025_924,2025,2,1,3.85,4
2024_369,2024,3,1,5.0,2
2025_1116,2025,2,1,5.0,2
2024_1096,2024,1,1,2.44,3
2025_874,2025,4,1,2.52,3
2024_398,2024,8,1,3.13,3
2025_896,2025,2,1,3.46,4
2025_828,2025,1,1,2.67,4
2024_929,2024,12,1,3.0,2
2024_984,2024,3,1,2.67,2
2024_922,2024,1,1,3.78,2
2024_236,2024,1,1,3.98,4
2025_659,2025,8,1,4.62,4
2025_733,2025,1,1,4.73,2
2024_271,2024,7,1,2.97,4
2025_766,2025,10,1,3.03,4
2024_949,2024,5,1,3.2,2
2025_148,2025,4,1,1.21,2
2024_1147,2024,4,1,3.24,3
2024_1060,2024,1,1,3.09,4
2024_302,2024,1,1,3.64,2
2024_1080,2024,3,1,1.95,2
2025_437,2025,7,1,2.63,4
2024_561,2024,8,1,4.38,3
2025_305,2025,5,1,4.03,3
2025_1023,2025,15,1,1.29,2
2025_339,2025,7,1,2.72,2
2024_853,2024,2,1,3.07,3
2025_548,2025,10,1,3.45,4
2025_785,2025,5,1,3.96,2
2025_137,2025,10,1,2.23,2
2024_726,2024,5,1,5.0,4
2024_453,2024,9,1,3.69,2
2025_270,2025,9,1,3.55,3
2024_778,2024,10,1,3.21,2
2025_637,2025,4,1,1.45,4
2024_482,2024,5,1,2.54,2
2024_241,2024,10,1,2.51,2
2024_407,2024,3,1,3.45,3
2024_38,2024,4,1,4.12,2
2025_521,2025,4,1,1.88,4
2024_1101,2024,6,1,4.45,2
2024_154,2024,7,1,3.1,4
2024_306,2024,4,1,3.93,4
2024_380,2024,7,1,3.74,4
2024_728,2024,3,1,2.49,2
2025_375,2025,8,1,3.33,4
2024_80,2024,5,1,3.44,4
2025_1147,2025,5,1,2.21,3
2025_926,2025,4,1,2.58,2
2025_55,2025,2,1,4.48,4
2025_115,2025,3,1,5.0,3
2024_301,2024,5,1,2.5,3
2024_70,2024,8,1,4.46,3
2025_278,2025,1,1,4.56,3
2024_147,2024,9,1,3.29,4
2024_897,2024,3,1,4.46,3
2025_600,2025,3,1,2.54,2
2025_621,2025,2,1,3.19,2
2024_685,2024,10,1,3.22,3
2025_1013,2025,7,1,3.15,4
2025_813,2025,2,1,4.21,2
2025_217,2025,10,1,3.48,4
2025_347,2025,2,1,2.97,4
2025_679,2025,7,1,3.03,3
2024_273,2024,11,1,2.6,4
2024_138,2024,4,1,3.94,4
2024_308,2024,6,1,5.0,3
2025_920,2025,7,1,3.47,3
2024_1025,2024,8,1,2.83,3
2025_1155,2025,13,1,4.03,3
2025_632,2025,5,1,3.93,4
2024_507,2024,5,1,3.33,4
2025_786,2025,1,1,1.88,4
2025_904,2025,9,1,3.92,2
2024_1075,2024,4,1,2.94,3
2024_623,2024,10,1,3.47,3
2024_1131,2024,6,1,3.2,3
2025_992,2025,2,1,3.57,3
2025_1055,2025,3,1,4.77,3
2025_846,2025,6,1,3.35,4
2025_422,2025,2,1,2.82,3
2025_1099,2025,3,1,1.78,2
2024_8,2024,10,1,3.78,4
2025_996,2025,1,1,3.48,4
2025_152,2025,1,1,4.15,4
2025_945,2025,5,1,2.7,2
2025_833,2025,4,1,2.88,3
2024_551,2024,3,1,2.01,2
2025_1073,2025,1,1,3.75,2
2025_930,2025,10,1,2.77,3
2025_640,2025,12,1,4.16,2
2025_1183,2025,12,1,1.81,4
2025_217,2025,9,1,4.1,4
2025_722,2025,8,1,4.8,4
2025_1078,2025,7,1,4.6,3
2025_230,2025,10,1,4.64,2
2024_1007,2024,1,1,1.53,4
2025_354,2025,7,1,2.66,4
2024_1078,2024,3,1,2.43,2
2025_705,2025,3,1,4.08,2
2024_537,2024,11,1,3.47,2
2025_334,2025,4,1,4.25,2
2025_1102,2025,2,1,2.64,3
2024_793,2024,10,1,2.79,2
2024_398,2024,7,1,4.59,4
2024_122,2024,7,1,3.3,3
2025_990,2025,2,1,3.82,4
2025_1159,2025,3,1,3.76,3
2025_186,2025,8,1,3.37,4
2024_84,2024,2,1,2.34,2
2025_1087,2025,3,1,5.0,4
2025_1139,2025,4,1,5.0,2
2025_930,2025,12,1,5.0,3
2025_12,2025,5,1,2.55,2
2024_1120,2024,7,1,2.02,4
2025_566,2025,5,1,1.7,4
2024_900,2024,5,1,3.18,3
2024_532,2024,3,1,3.12,3
2024_27,2024,1,1,2.93,2
2024_520,2024,1,1,2.27,3
2025_135,2025,14,1,2.53,3
2024_275,2024,12,1,4.61,4
2024_718,2024,3,1,2.85,4
2025_706,2025,12,1,2.87,2
2025_1112,2025,7,1,3.24,3
2025_65,2025,7,1,3.95,4
2025_1108,2025,5,1,1.65,4
2024_941,2024,3,1,3.37,2
2024_232,2024,6,1,1.09,3
